xuhao,type,content,answer,A,B,C,D,E,F
703,单选题,120.国有企业领导人员因违反国家法律，造成国有资产重大损失被免职的，____不得担任国有企业的领导职务。,B,三年内,五年内,两年内,终身,,
704,单选题,121.构成犯罪被判处刑罚的，国有企业领导人员____不得担任国有企业的领导职务。,C,五年内,十年内,终身,离职前,,
705,单选题,122.《国有企业领导人员廉洁从业若干规定》中所称特定关系人，是指与国有企业领导人员有近亲属以及____的人。,A,其他共同利益关系,共同利益,其他关系,其他利益,,
706,单选题,123.《国有企业领导人员廉洁从业若干规定》明确，国有企业领导人员离职或者退休后____内，不得在与原任职企业有业务关系的私营企业、外资企业和中介机构担任职务、投资入股，或者在上述企业或者机构从事、代理与原任职企业经营相关的经营活动。,D,半年,一年,二年,三年,,
707,单选题,124.____是领导全国人民实现四个现代化的核心力量。,C,马列主义,毛泽东思想,党,,,
708,单选题,125.____，是维护党的集中统一的首要条件,A,全党服从中央,下级服从上级,少数服从多数,,,
709,单选题,126.各级党组织和每个共产党员一定要坚持____，为根绝派性进行不懈的斗争。,B,党纪,党性,国家法律法规,,,
710,单选题,127.党内选举一律用____。,C,差额选举办法,举手表决,无记名投票,,,
711,单选题,128.各级党组织要充分发挥作用____，率领党员和群众，坚决揭露和打击反革命分子、贪污盗窃分子、刑事犯罪分子和严重违法乱纪分子。,A,战斗堡垒,先锋模范,核心领导,,,
712,多选题,1.我国社会主义建设的根本任务是____，并且为此而改革生产关系和上层建筑中不适应生产力发展的方面和环节。,ABD,进一步解放生产力,发展生产力,加强精神文明建设,逐步实现社会主义现代化,,
713,多选题,2.做好各项工作的检验标准是____。,ACD,有利于发展社会主义社会的生产力,有利于党的执政水平的提高,有利于增强社会主义国家的综合国力,有利于提高人民的生活水平,,
714,多选题,3.中国共产党在社会主义初级阶段的基本路线是：领导和团结全国各族人民，以经济建设为中心，坚持四项基本原则，坚持改革开放，自力更生，艰苦创业，为把我国建设成为____的社会主义现代化国家而奋斗。,ABCD,富强,民主,文明,和谐,,
715,多选题,4.加快推进社会主义现代化的新的发展阶段，必须全面推进经济建设、____。,ABCD,政治建设,文化建设,社会建设,生态文明建设,,
716,多选题,5.我国现代化建设必须促进____同步发展。,ABCD,工业化,信息化,城镇化,农业现代化,,
717,多选题,6.建设社会主义民主政治必须坚持____有机统一。,ABC,党的领导,人民当家作主,依法治国,依德治国,,
718,多选题,7.社会主义精神文明能为改革开放和社会主义现代化建设提供强大的____。,ABD,思想保证,精神动力,理论武装,智力支持,,
719,多选题,8.我们要树立____的生态文明理念。,ABC,尊重自然,顺应自然,保护自然,适应自然,,
720,多选题,9.新党章提出要建设三型政党，即建设____的马克思主义执政党。,ABC,学习型,服务型,创新型,战斗型,,
721,多选题,10.推进党的建设新的伟大工程，必须整体推进党的思想建设、组织建设、____，全面提高党的建设科学化水平。,BCD,党员干部队伍建设,反腐倡廉建设,制度建设,作风建设,,
722,多选题,11.加强党的建设，必须加强党的____。,AC,执政能力建设,创先争优,先进性和纯洁性建设,独立自主,,
723,多选题,12.坚持立党为公、执政为民，坚持党要管党、从严治党，发扬党的优良传统和作风，不断提高党的____，提高拒腐防变和抵御风险的能力。,BC,学习能力,执政水平,领导水平,决策水平,,
724,多选题,13.党的领导主要是____的领导。,ABC,政治,思想,组织,干部,,
725,多选题,14.党要适应改革开放和社会主义建设的要求，坚持____，加强和改善党的领导。,ABD,科学执政,民主执政,协商执政,依法执政,,
726,多选题,15.党员必须学习____和业务知识，努力提高为人民服务的本领。,ABC,科学,文化,法律,历史,,
727,多选题,16.党的领导原则是____。,AB,总揽全局,协调各方,科学决策,调配干部,,
728,多选题,17.每个党员，不论职务高低，都必须编入党的一个____，参加党的组织生活，接受党内外群众的监督。,ABD,支部,小组,团体,其他特定组织,,
729,多选题,18.党按照____的原则选拔干部。,AC,德才兼备,任人唯贤,以德为先,又红又专,,
730,多选题,19.党重视____和监督干部，特别是培养、选拔优秀年轻干部。,ABCD,教育,培训,选拔,考核,,
731,多选题,20.党的各级领导干部必须____，做到自重、自省、自警、自励。,ABC,讲党性,重品行,作表率,讲政治,,
732,多选题,21.党的纪律处分有：____、开除党籍。,ABCD,警告,严重警告,撤销党内职务,留党察看,,
733,多选题,22.党员在留党察看期间没有____。,ABD,表决权,选举权,决策权,被选举权,,
734,多选题,23.对于严重违犯党的纪律、本身又不能纠正的党组织，应根据情节严重的程度，作出进行____或予以____的决定。,AB,改组,解散,撤销,重新选举,,
735,多选题,24.各级纪律检查委员会要把处理特别重要或复杂的案件中的问题和处理的结果，向____报告，同时向____报告。,AB,同级党的委员会,上级纪律检查委员会,党中央,中央纪委,,
736,多选题,25.各级纪律检查委员会发现同级党的委员会委员有违犯党的纪律的行为，可以先进行初步核实，如果需要立案检查的，应发报____批准，涉及常务委员的，经报告同级党的委员会后报____批准。,BD,省一级以上党的委员会,同级党的委员会,同级纪委,上一级纪律检查委员会,,
737,多选题,26.上级纪律检查委员会有权____下级纪律检查委员会的工作，并且有权____和____下级纪律检查委员会对于案件所作的决定。,ABC,检查,批准,改变,决定,,
738,多选题,27.党的各级纪律检查委员会的主要任务是：____。,ABCD,维护党的章程和其它党内法规,组织协调反腐败工作,检查党的路线、方针、政策和决议的执行情况,协助党的委员会加强党风建设,,
739,多选题,28.各级纪律检查委员会要经常对党员进行____的教育，作出关于____的决定。,AB,遵守纪律,维护党纪,政治理论,党风党纪方面,,
740,多选题,29.各级纪律检查委员会要对党员领导干部____进行监督；检查和处理党的组织和党员____的比较重要或复杂的案件，____对这些案件中的党员的处分。,ABCD,行使权力,违反党的章程,其它党内法规,决定或取消,,
741,多选题,30.在中央和地方国家机关、人民团体、经济组织、文化组织和其他非党组织的领导机关中，可以成立____。党组发挥____作用。,AB,党组,领导核心,党的基层组织,政治核心,,
742,多选题,31.党组的任务，主要是____；指导机关和直属单位党组织的工作。,ABCD,负责贯彻执行党的路线、方针、政策,讨论和决定本单位的重大问题,做好干部管理工作,团结党外干部和群众，完成党和国家交给的任务,,
743,多选题,32.中国共产主义青年团是中国共产党领导的先进青年的群众组织，是广大青年在实践中学习中国特色社会主义和共产主义的学校，是党的____。,AB,助手,后备军,先锋队,帮手,,
744,多选题,33.中国共产党的____是中国共产党的象征和标志。,AC,党徽,党章,党旗,党员形象,,
745,多选题,34.党员有权参加____以及与其担任的党内职务和代表资格相应的会议。党员因故不能到会的，应当履行请假手续。,ABC,党小组会,支部大会,党员大会,,,
746,多选题,35.党员有权在党组织讨论决定问题时按照规定参加表决。表决时可以表示____。,ABC,赞成,不赞成,弃权,,,
747,多选题,36.党员的合法权益受到党组织或者其他党员侵害时，有权向____提出控告。,ABC,本人所在党组织,上级党组织,直至中央,,,
748,多选题,37.党组织应当鼓励党员在党内开展批评和自我批评，支持和保护党员同各种违法违纪行为和不正之风作斗争。对于党员的____以及提出的有关处分和罢免、撤换要求，党组织要按照规定及时处理。,ABCD,批评,揭发,检举,控告,,
